Date,Open,High,Low,Close,Adj Close
6/6/2012,27112.5,28250,25912.5,26612.5,26612.5
6/7/2012,25925,26062.5,21500,21862.5,21862.5
6/8/2012,22000,22825,21800,22362.5,22362.5
6/11/2012,21087.5,21862.5,19475,19687.5,19687.5
6/12/2012,20750,21487.5,20075,20100,20100
6/13/2012,19912.5,20737.5,19150,19450,19450
6/14/2012,19862.5,27912.5,19637.5,27825,27825
6/15/2012,25950,27087.5,25587.5,26125,26125
6/18/2012,27587.5,31537.5,27000,31375,31375
6/19/2012,28775,29862.5,26450,28175,28175
6/20/2012,29400,29400,26500,27200,27200
6/21/2012,27437.5,30762.5,27375,29150,29150
6/22/2012,28950,31637.5,28912.5,30687.5,30687.5
6/25/2012,32975,33562.5,31987.5,32025,32025
6/26/2012,32875,35962.5,32025,35875,35875
6/27/2012,39912.5,40375,34762.5,34887.5,34887.5
6/28/2012,35462.5,36062.5,30575,34062.5,34062.5
6/29/2012,33075,36300,32287.5,36112.5,36112.5
7/2/2012,33850,37025,33662.5,36387.5,36387.5
7/3/2012,36700,37875,36650,37800,37800
7/5/2012,40075,40875,38662.5,40537.5,40537.5
7/6/2012,40587.5,43787.5,32975,34037.5,34037.5
7/9/2012,36150,37875,36125,37775,37775
7/10/2012,35037.5,35500,31900,32275,32275
7/11/2012,33587.5,35962.5,33062.5,35750,35750
7/12/2012,34912.5,38400,31250,36912.5,36912.5
7/13/2012,35550,38187.5,35550,36937.5,36937.5
7/16/2012,36512.5,36750,33412.5,34162.5,34162.5
7/17/2012,33750,35287.5,33650,33862.5,33862.5
7/18/2012,35900,39887.5,35550,39200,39200
7/19/2012,39212.5,42425,38200,41700,41700
7/20/2012,43362.5,45137.5,41287.5,44962.5,44962.5
7/23/2012,43212.5,46750,43075,45750,45750
7/24/2012,47337.5,49625,46250,48200,48200
7/25/2012,47437.5,47937.5,42900,43612.5,43612.5
7/26/2012,44962.5,45662.5,41550,45000,45000
7/27/2012,42362.5,43412.5,40437.5,42575,42575
7/30/2012,47675,50700,47662.5,49462.5,49462.5
7/31/2012,49687.5,53000,47450,50475,50475
8/1/2012,47075,51262.5,45887.5,47775,47775
8/2/2012,44937.5,45000,36412.5,36937.5,36937.5
8/3/2012,36437.5,37900,34850,35475,35475
8/6/2012,34687.5,36762.5,33100,36487.5,36487.5
8/7/2012,36637.5,39375,36637.5,38250,38250
8/8/2012,36925,38112.5,35912.5,37325,37325
8/9/2012,36250,43862.5,36187.5,36237.5,36237.5
8/10/2012,33887.5,33937.5,30950,31625,31625
8/13/2012,30987.5,31762.5,29875,30187.5,30187.5
8/14/2012,30737.5,33562.5,30687.5,32787.5,32787.5
8/15/2012,31712.5,31787.5,30012.5,30625,30625
8/16/2012,30875,32500,28487.5,29400,29400
8/17/2012,29937.5,30650,29237.5,30050,30050
8/20/2012,30287.5,31375,29200,31025,31025
8/21/2012,31712.5,32812.5,28562.5,32087.5,32087.5
8/22/2012,32300,33675,31037.5,33412.5,33412.5
8/23/2012,32662.5,32912.5,27937.5,32500,32500
8/24/2012,31537.5,32212.5,28225,28312.5,28312.5
8/27/2012,28675,29037.5,26225,26375,26375
8/28/2012,26612.5,27037.5,25075,25187.5,25187.5
8/29/2012,25487.5,27212.5,25362.5,26787.5,26787.5
8/30/2012,27125,29162.5,25500,28812.5,28812.5
8/31/2012,28500,30500,28375,30087.5,30087.5
9/4/2012,31762.5,33000,31225,31650,31650
9/5/2012,30612.5,31525,29562.5,30062.5,30062.5
9/6/2012,29425,32125,29112.5,29212.5,29212.5
9/7/2012,26675,27600,26187.5,26737.5,26737.5
9/10/2012,27375,30987.5,26912.5,30612.5,30612.5
9/11/2012,34225,36225,33187.5,36012.5,36012.5
9/12/2012,35000,38762.5,34512.5,38325,38325
9/13/2012,37362.5,38225,34875,37137.5,37137.5
9/14/2012,34662.5,36250,33637.5,35100,35100
9/17/2012,32487.5,33287.5,32137.5,32675,32675
9/18/2012,33575,34025,30225,30787.5,30787.5
9/19/2012,31987.5,32500,29875,30850,30850
9/20/2012,30912.5,31337.5,30187.5,31112.5,31112.5
9/21/2012,31812.5,34250,31812.5,33687.5,33687.5
9/24/2012,32500,33887.5,31712.5,33137.5,33137.5
9/25/2012,33475,35487.5,33312.5,35300,35300
9/26/2012,36075,38962.5,35937.5,37887.5,37887.5
9/27/2012,40287.5,42437.5,38662.5,41075,41075
9/28/2012,40537.5,42987.5,39950,42525,42525
10/1/2012,46350,49037.5,46200,48375,48375
10/2/2012,46950,51112.5,46025,50262.5,50262.5
10/3/2012,45500,47212.5,43137.5,46087.5,46087.5
10/4/2012,46412.5,47687.5,44137.5,45687.5,45687.5
10/5/2012,44950,45875,42775,44875,44875
10/8/2012,43462.5,46450,43362.5,45462.5,45462.5
10/9/2012,44062.5,49412.5,43450,48325,48325
10/10/2012,48125,49750,46725,48487.5,48487.5
10/11/2012,50000,53962.5,49200,53937.5,53937.5
10/12/2012,51350,52400,50550,51575,51575
10/15/2012,47712.5,48837.5,46250,47937.5,47937.5
10/16/2012,47800,48062.5,46312.5,47987.5,47987.5
10/17/2012,48850,50562.5,48600,49412.5,49412.5
10/18/2012,48687.5,53225,47350,52987.5,52987.5
10/19/2012,53675,55750,53287.5,53650,53650
10/22/2012,54100,54500,47125,47500,47500
10/23/2012,48637.5,51412.5,48550,50425,50425
10/24/2012,50200,50200,46862.5,47400,47400
10/25/2012,47337.5,49037.5,45075,47175,47175
10/26/2012,46387.5,46650,44412.5,45337.5,45337.5
10/31/2012,46625,46812.5,44212.5,44387.5,44387.5
11/1/2012,44775,45437.5,43037.5,43775,43775
11/2/2012,41700,42562.5,38937.5,39050,39050
11/5/2012,39612.5,40500,39062.5,39587.5,39587.5
11/6/2012,39825,41550,39537.5,41075,41075
11/7/2012,40000,40750,39387.5,39875,39875
11/8/2012,38687.5,41250,38562.5,40687.5,40687.5
11/9/2012,39137.5,39212.5,36962.5,37600,37600
11/12/2012,38362.5,40287.5,37525,39625,39625
11/13/2012,43175,45175,42925,44875,44875
11/14/2012,45437.5,47837.5,44412.5,45250,45250
11/15/2012,45712.5,47812.5,43025,43125,43125
11/16/2012,44575,46712.5,44312.5,46337.5,46337.5
11/19/2012,45300,46787.5,43737.5,44275,44275
11/20/2012,45000,48000,45000,47600,47600
11/21/2012,47050,50712.5,47050,50500,50500
11/23/2012,48862.5,51250,48625,50775,50775
11/26/2012,45062.5,45887.5,43750,45212.5,45212.5
11/27/2012,44200,45625,43937.5,45137.5,45137.5
11/28/2012,42225,42587.5,40187.5,42562.5,42562.5
11/29/2012,40137.5,40475,37025,37275,37275
11/30/2012,37750,38100,34187.5,35025,35025
12/3/2012,35025,36500,34575,35425,35425
12/4/2012,34325,35337.5,33825,34025,34025
12/5/2012,35625,38987.5,35312.5,37900,37900
12/6/2012,37512.5,40000,35625,36687.5,36687.5
12/7/2012,36787.5,37950,33737.5,34000,34000
12/10/2012,31212.5,31887.5,30062.5,30975,30975
12/11/2012,31000,31537.5,29537.5,30037.5,30037.5
12/12/2012,29725,30675,28850,29625,29625
12/13/2012,28100,29437.5,27112.5,28350,28350
12/14/2012,27350,29025,26750,27712.5,27712.5
12/17/2012,28687.5,29375,27750,28487.5,28487.5
12/18/2012,29850,31012.5,29100,29512.5,29512.5
12/19/2012,27250,28587.5,26875,28100,28100
12/20/2012,29537.5,31287.5,28950,30762.5,30762.5
12/21/2012,31375,32075,30062.5,30562.5,30562.5
12/24/2012,28537.5,28962.5,28062.5,28350,28350
12/26/2012,28550,29387.5,28437.5,28437.5,28437.5
12/27/2012,27725,29137.5,27412.5,28612.5,28612.5
12/28/2012,30612.5,30687.5,29525,29937.5,29937.5
12/31/2012,28212.5,28400,26950,27337.5,27337.5
1/2/2013,24375,24800,23025,24437.5,24437.5
1/3/2013,23112.5,24337.5,22875,23325,23325
1/4/2013,24650,25687.5,24262.5,25150,25150
1/7/2013,26575,26875,24312.5,25025,25025
1/8/2013,24250,25050,23550,24125,24125
1/9/2013,22375,22875,21025,21775,21775
1/10/2013,22062.5,23500,21950,23037.5,23037.5
1/11/2013,24762.5,26237.5,24387.5,25800,25800
1/14/2013,27300,27875,26762.5,26887.5,26887.5
1/15/2013,26900,28875,26162.5,28312.5,28312.5
1/16/2013,28350,28687.5,26537.5,28262.5,28262.5
1/17/2013,27962.5,30637.5,27462.5,29600,29600
1/18/2013,30137.5,31875,29625,31737.5,31737.5
1/22/2013,31787.5,32250,30000,31250,31250
1/23/2013,30775,32000,30437.5,31287.5,31287.5
1/24/2013,31537.5,32187.5,28500,29175,29175
1/25/2013,29175,29675,28212.5,29012.5,29012.5
1/28/2013,25387.5,25925,24750,24837.5,24837.5
1/29/2013,23925,24825,23612.5,24025,24025
1/30/2013,24612.5,25750,24212.5,25537.5,25537.5
1/31/2013,25075,26912.5,23450,25550,25550
2/1/2013,25962.5,26750,24312.5,24712.5,24712.5
2/4/2013,24525,25962.5,24512.5,25175,25175
2/5/2013,25662.5,27650,25200,27287.5,27287.5
2/6/2013,28000,28412.5,27337.5,27962.5,27962.5
2/7/2013,27312.5,27725,24262.5,24562.5,24562.5
2/8/2013,24787.5,25200,23800,23800,23800
2/11/2013,22975,24475,22875,24200,24200
2/12/2013,24262.5,24537.5,22925,23462.5,23462.5
2/13/2013,23800,24987.5,23662.5,24325,24325
2/14/2013,23837.5,24175,21025,21737.5,21737.5
2/15/2013,21900,22100,21137.5,21487.5,21487.5
2/19/2013,22937.5,23625,22725,23387.5,23387.5
2/20/2013,23750,23975,23175,23487.5,23487.5
2/21/2013,23000,24362.5,22362.5,22850,22850
2/22/2013,23137.5,23937.5,22687.5,23562.5,23562.5
2/25/2013,26037.5,26662.5,25250,26312.5,26312.5
2/26/2013,26237.5,26750,25587.5,25937.5,25937.5
2/27/2013,26887.5,28375,25187.5,25350,25350
2/28/2013,25875,27312.5,25000,26787.5,26787.5
3/1/2013,26762.5,27612.5,25825,26250,26250
3/4/2013,27087.5,28000,26750,27887.5,27887.5
3/5/2013,28750,29312.5,27387.5,27725,27725
3/6/2013,27462.5,28075,26237.5,26712.5,26712.5
3/7/2013,27050,29437.5,27000,28850,28850
3/8/2013,28912.5,30200,28862.5,30175,30175
3/11/2013,29450,30550,29387.5,30312.5,30312.5
3/12/2013,30562.5,30937.5,29850,30125,30125
3/13/2013,31150,31650,30725,31275,31275
3/14/2013,32712.5,35000,32550,34912.5,34912.5
3/15/2013,36562.5,37500,35150,35525,35525
3/18/2013,38012.5,38650,35675,36037.5,36037.5
3/19/2013,36837.5,38712.5,36675,38350,38350
3/20/2013,37287.5,38500,36475,37812.5,37812.5
3/21/2013,38912.5,40137.5,36387.5,37312.5,37312.5
3/22/2013,39462.5,39475,37037.5,37600,37600
3/25/2013,38800,38850,35450,35625,35625
3/26/2013,36262.5,38500,35750,38275,38275
3/27/2013,40000,41587.5,39537.5,41025,41025
3/28/2013,39800,41850,37725,38900,38900
4/1/2013,37625,39787.5,37562.5,39500,39500
4/2/2013,37787.5,38375,36937.5,37487.5,37487.5
4/3/2013,37150,37650,35625,35825,35825
4/4/2013,36412.5,37587.5,34600,36850,36850
4/5/2013,40000,42225,39200,41937.5,41937.5
4/8/2013,42325,43600,39575,40675,40675
4/9/2013,40175,40175,38437.5,39100,39100
4/10/2013,41037.5,42862.5,40262.5,40750,40750
4/11/2013,40750,43662.5,39600,42550,42550
4/12/2013,44137.5,45725,43675,45437.5,45437.5
4/15/2013,45575,45700,41450,42275,42275
4/16/2013,42150,43475,40175,43475,43475
4/17/2013,43625,44250,42187.5,43925,43925
4/18/2013,43962.5,50812.5,42750,49975,49975
4/19/2013,49200,50437.5,48637.5,50237.5,50237.5
4/22/2013,47000,47137.5,45250,45675,45675
4/23/2013,45987.5,47212.5,44300,44525,44525
4/24/2013,45900,45900,42400,42675,42675
4/25/2013,41825,44962.5,41725,42050,42050
4/26/2013,42000,44150,39037.5,43662.5,43662.5
4/29/2013,45525,48312.5,45287.5,47925,47925
4/30/2013,47850,48375,45987.5,46525,46525
5/1/2013,46775,49750,45725,45900,45900
5/2/2013,45725,45725,36362.5,37225,37225
5/3/2013,36487.5,37637.5,35937.5,37012.5,37012.5
5/6/2013,35837.5,37300,35312.5,36525,36525
5/7/2013,35475,35562.5,33575,34062.5,34062.5
5/8/2013,34850,35312.5,34062.5,35125,35125
5/9/2013,34650,36162.5,32500,34987.5,34987.5
5/10/2013,34962.5,35662.5,33212.5,33312.5,33312.5
5/13/2013,34212.5,34887.5,33300,33637.5,33637.5
5/14/2013,35212.5,36100,34862.5,35800,35800
5/15/2013,36337.5,37425,36337.5,37425,37425
5/16/2013,36300,36412.5,33125,33900,33900
5/17/2013,33812.5,37687.5,33787.5,36775,36775
5/20/2013,39075,39200,37050,37612.5,37612.5
5/21/2013,39512.5,40837.5,39400,40437.5,40437.5
5/22/2013,39987.5,40437.5,39350,40037.5,40037.5
5/23/2013,39725,42600,39462.5,42125,42125
5/24/2013,41700,41962.5,41225,41650,41650
5/28/2013,39300,40925,38750,39675,39675
5/29/2013,38462.5,39062.5,36925,38450,38450
5/30/2013,37500,37600,34225,34487.5,34487.5
5/31/2013,34612.5,35062.5,33625,33625,33625
6/3/2013,33537.5,34650,33037.5,33525,33525
6/4/2013,33712.5,34350,33537.5,33562.5,33562.5
6/5/2013,33300,34125,33237.5,33762.5,33762.5
6/6/2013,31925,32087.5,29350,30037.5,30037.5
6/7/2013,29437.5,29925,29287.5,29387.5,29387.5
6/10/2013,29575,30212.5,28250,28762.5,28762.5
6/11/2013,28050,28262.5,26937.5,27112.5,27112.5
6/12/2013,27475,28362.5,27375,28125,28125
6/13/2013,27162.5,29775,27037.5,29125,29125
6/14/2013,28300,28387.5,27162.5,27362.5,27362.5
6/17/2013,29062.5,30762.5,28937.5,30450,30450
6/18/2013,30700,31937.5,30000,31025,31025
6/19/2013,32187.5,32687.5,31775,32000,32000
6/20/2013,30550,31862.5,29062.5,30325,30325
6/21/2013,29700,29800,27637.5,28250,28250
6/24/2013,28025,28275,26887.5,27100,27100
6/25/2013,26850,26850,25100,25375,25375
6/26/2013,25862.5,26750,25187.5,26537.5,26537.5
6/27/2013,25787.5,26287.5,22637.5,23350,23350
6/28/2013,23050,23687.5,22137.5,23012.5,23012.5
7/1/2013,23312.5,23675,22337.5,23112.5,23112.5
7/2/2013,23537.5,24675,23337.5,24512.5,24512.5
7/3/2013,22975,24712.5,22975,24050,24050
7/5/2013,23550,24000,22937.5,23750,23750
7/8/2013,26000,26612.5,25550,25800,25800
7/9/2013,25400,25550,23812.5,24637.5,24637.5
7/10/2013,25712.5,25737.5,24100,24750,24750
7/11/2013,23975,25337.5,22812.5,23625,23625
7/12/2013,24362.5,25025,23962.5,24112.5,24112.5
7/15/2013,24175,24825,22137.5,24550,24550
7/16/2013,23875,25537.5,23662.5,24850,24850
7/17/2013,24300,24312.5,23362.5,23812.5,23812.5
7/18/2013,24950,27812.5,24750,27225,27225
7/19/2013,26550,27300,26250,26887.5,26887.5
7/22/2013,24050,24837.5,23812.5,24775,24775
7/23/2013,25937.5,26225,25550,25775,25775
7/24/2013,25762.5,26662.5,24837.5,25150,25150
7/25/2013,25712.5,26062.5,23812.5,24025,24025
7/26/2013,23275,23275,22062.5,22437.5,22437.5
7/29/2013,20187.5,20900,19700,20775,20775
7/30/2013,20412.5,20775,19600,20050,20050
7/31/2013,20337.5,20425,19625,19937.5,19937.5
8/1/2013,19937.5,19937.5,18250,19062.5,19062.5
8/2/2013,19137.5,19237.5,18262.5,18350,18350
8/5/2013,18412.5,18562.5,17737.5,18250,18250
8/6/2013,18237.5,18337.5,17762.5,17850,17850
8/7/2013,17200,17237.5,16600,16762.5,16762.5
8/8/2013,16700,17975,14987.5,17725,17725
8/9/2013,17537.5,17875,16275,16450,16450
8/12/2013,17812.5,18375,17462.5,17550,17550
8/13/2013,17012.5,17862.5,16962.5,17637.5,17637.5
8/14/2013,18212.5,18612.5,17987.5,18125,18125
8/15/2013,17825,19450,17825,19275,19275
8/16/2013,18675,18912.5,18450,18575,18575
8/19/2013,20400,20575,19750,19762.5,19762.5
8/20/2013,20225,20662.5,19537.5,19675,19675
8/21/2013,20325,20387.5,20012.5,20112.5,20112.5
8/22/2013,20650,21750,20600,21312.5,21312.5
8/23/2013,20975,21150,20437.5,20625,20625
8/26/2013,21200,21250,20450,20900,20900
8/27/2013,20000,21575,19950,21525,21525
8/28/2013,21087.5,21700,20400,21550,21550
8/29/2013,22512.5,22812.5,20350,22275,22275
8/30/2013,22025,22562.5,21362.5,22075,22075
9/3/2013,23000,23375,22637.5,23100,23100
9/4/2013,23100,23525,22662.5,23350,23350
9/5/2013,23875,23962.5,21187.5,21450,21450
9/6/2013,20875,21225,20400,20562.5,20562.5
9/9/2013,21637.5,22175,21087.5,21975,21975
9/10/2013,21475,21587.5,20750,21412.5,21412.5
9/11/2013,21325,22062.5,20500,21150,21150
9/12/2013,21012.5,22850,20900,22462.5,22462.5
9/13/2013,22025,23375,22000,23050,23050
9/16/2013,22912.5,24462.5,22875,24262.5,24262.5
9/17/2013,24787.5,24812.5,23987.5,24150,24150
9/18/2013,23875,24150,23087.5,23925,23925
9/19/2013,24275,25750,23125,23712.5,23712.5
9/20/2013,23100,23462.5,22750,23375,23375
9/23/2013,22487.5,22950,21662.5,21775,21775
9/24/2013,21200,21212.5,19625,19912.5,19912.5
9/25/2013,20000,20350,19412.5,19600,19600
9/26/2013,18875,20112.5,18075,19875,19875
9/27/2013,19337.5,20462.5,19250,20200,20200
9/30/2013,19262.5,19825,18812.5,19550,19550
10/1/2013,20250,21187.5,20125,20437.5,20437.5
10/2/2013,20825,20887.5,19250,19300,19300
10/3/2013,19387.5,19437.5,18525,18750,18750
10/4/2013,19062.5,19162.5,18350,18825,18825
10/7/2013,20362.5,21125,20112.5,20700,20700
10/8/2013,21825,22312.5,21637.5,22175,22175
10/9/2013,21800,22087.5,21387.5,21625,21625
10/10/2013,22512.5,23312.5,22112.5,22400,22400
10/11/2013,22737.5,23200,22687.5,23162.5,23162.5
10/14/2013,23850,23862.5,22737.5,23687.5,23687.5
10/15/2013,23812.5,23912.5,23000,23412.5,23412.5
10/16/2013,23887.5,24337.5,22450,22587.5,22587.5
10/17/2013,22112.5,22525,21950,22500,22500
10/18/2013,21825,22862.5,21300,22525,22525
10/21/2013,22487.5,22587.5,20562.5,20825,20825
10/22/2013,20087.5,20500,19250,19462.5,19462.5
10/23/2013,19687.5,20075,19462.5,19787.5,19787.5
10/24/2013,19062.5,20200,18687.5,20112.5,20112.5
10/25/2013,20425,21250,20362.5,21125,21125
10/28/2013,18975,19237.5,18500,18575,18575
10/29/2013,18262.5,18687.5,17762.5,18175,18175
10/30/2013,18237.5,18400,17750,18000,18000
10/31/2013,17925,18000,17037.5,17337.5,17337.5
11/1/2013,16487.5,16750,16275,16437.5,16437.5
11/4/2013,15162.5,15450,14900,15425,15425
11/5/2013,15062.5,15925,14975,15862.5,15862.5
11/6/2013,15875,16737.5,15687.5,16137.5,16137.5
11/7/2013,17387.5,17550,16125,16350,16350
11/8/2013,16625,17287.5,16537.5,16987.5,16987.5
11/11/2013,17187.5,17287.5,16662.5,17037.5,17037.5
11/12/2013,17750,18150,17600,18000,18000
11/13/2013,17487.5,17887.5,16825,16950,16950
11/14/2013,16150,17775,15950,17575,17575
11/15/2013,17812.5,18312.5,17450,18087.5,18087.5
11/18/2013,18375,18562.5,17550,17600,17600
11/19/2013,17700,17787.5,16675,16687.5,16687.5
11/20/2013,17850,18350,17375,18225,18225
11/21/2013,18612.5,19187.5,18200,18562.5,18562.5
11/22/2013,19537.5,19925,19375,19837.5,19837.5
11/25/2013,20437.5,20575,19562.5,20237.5,20237.5
11/26/2013,20250,20687.5,19312.5,20525,20525
11/27/2013,20562.5,21375,20450,21137.5,21137.5
11/29/2013,21412.5,21962.5,21200,21500,21500
12/2/2013,21375,22625,21237.5,22112.5,22112.5
12/3/2013,22250,23025,21812.5,22212.5,22212.5
12/4/2013,22575,22962.5,22012.5,22162.5,22162.5
12/5/2013,22550,25175,22425,24975,24975
12/6/2013,25512.5,26162.5,24425,24887.5,24887.5
12/9/2013,26025,26975,25700,26787.5,26787.5
12/10/2013,27500,27562.5,26100,27012.5,27012.5
12/11/2013,26812.5,28837.5,26437.5,28800,28800
12/12/2013,30112.5,30412.5,28100,29412.5,29412.5
12/13/2013,29475,30912.5,29025,29762.5,29762.5
12/16/2013,27487.5,28500,27125,27500,27500
12/17/2013,27375,28850,26337.5,27975,27975
12/18/2013,28362.5,28637.5,27450,27962.5,27962.5
12/19/2013,29250,31862.5,28625,31162.5,31162.5
12/20/2013,31125,32387.5,30862.5,31337.5,31337.5
12/23/2013,32725,33125,32112.5,32550,32550
12/24/2013,31400,31725,30512.5,31400,31400
12/26/2013,30937.5,32175,30200,31537.5,31537.5
12/27/2013,30062.5,30662.5,28712.5,28750,28750
12/30/2013,30962.5,31112.5,29950,30437.5,30437.5
12/31/2013,28637.5,28762.5,26275,26725,26725
1/2/2014,27687.5,28175,27025,27600,27600
1/3/2014,27087.5,29287.5,25762.5,28062.5,28062.5
1/6/2014,28000,28375,26900,27562.5,27562.5
1/7/2014,29525,29700,26875,28050,28050
1/8/2014,27450,28037.5,25850,25925,25925
1/9/2014,24812.5,25487.5,22075,22850,22850
1/10/2014,22337.5,23612.5,22337.5,23175,23175
1/13/2014,25575,27000,25312.5,26912.5,26912.5
1/14/2014,27675,28387.5,26925,27925,27925
1/15/2014,28812.5,29350,27237.5,27387.5,27387.5
1/16/2014,30375,30375,27675,28025,28025
1/17/2014,27162.5,28112.5,26537.5,26587.5,26587.5
1/21/2014,28800,29150,27975,28962.5,28962.5
1/22/2014,31637.5,33437.5,31137.5,32850,32850
1/23/2014,35187.5,35887.5,31725,34175,34175
1/24/2014,37125,43650,36500,42262.5,42262.5
1/27/2014,39825,41250,33700,35712.5,35712.5
1/28/2014,36025,40587.5,35975,39037.5,39037.5
1/29/2014,41362.5,53412.5,40625,51600,51600
1/30/2014,44325,47887.5,37087.5,37225,37225
1/31/2014,37750,38375,32812.5,37125,37125
2/3/2014,36025,38350,35375,37637.5,37637.5
2/4/2014,44400,48262.5,43612.5,45787.5,45787.5
2/5/2014,51087.5,52100,37625,40762.5,40762.5
2/6/2014,41337.5,41962.5,35625,38125,38125
2/7/2014,34125,37125,32275,32950,32950
2/10/2014,32250,33125,29012.5,29487.5,29487.5
2/11/2014,31150,34437.5,30812.5,34187.5,34187.5
2/12/2014,33850,35625,32325,32812.5,32812.5
2/13/2014,34062.5,36175,33662.5,35400,35400
2/14/2014,36812.5,37500,33937.5,34062.5,34062.5
2/18/2014,37637.5,38975,37137.5,38137.5,38137.5
2/19/2014,41187.5,44287.5,40800,41500,41500
2/20/2014,42025,43987.5,39787.5,40812.5,40812.5
2/21/2014,43287.5,45087.5,40125,44762.5,44762.5
2/24/2014,45325,45850,33875,36587.5,36587.5
2/25/2014,33362.5,37987.5,33250,35300,35300
2/26/2014,33237.5,34500,31875,32600,32600
2/27/2014,31975,33237.5,30950,31450,31450
2/28/2014,33337.5,35112.5,32675,33962.5,33962.5
3/3/2014,34750,35337.5,30900,31487.5,31487.5
3/4/2014,33912.5,35225,32025,34112.5,34112.5
3/5/2014,33375,34950,31562.5,32900,32900
3/6/2014,32837.5,35525,32125,34437.5,34437.5
3/7/2014,34975,34975,32687.5,33850,33850
3/10/2014,33687.5,34750,32550,34437.5,34437.5
3/11/2014,33575,34437.5,32950,33325,33325
3/12/2014,31125,32325,31037.5,31662.5,31662.5
3/13/2014,30100,30687.5,28800,29487.5,29487.5
3/14/2014,30050,30462.5,29250,30287.5,30287.5
3/17/2014,32325,32587.5,31537.5,31637.5,31637.5
3/18/2014,31200,31400,30462.5,30600,30600
3/19/2014,30437.5,31362.5,30062.5,30937.5,30937.5
3/20/2014,29975,30562.5,28750,29225,29225
3/21/2014,28100,28412.5,27600,28062.5,28062.5
3/24/2014,27687.5,28062.5,27250,27925,27925
3/25/2014,29662.5,30512.5,29325,30137.5,30137.5
3/26/2014,29687.5,30487.5,29012.5,29637.5,29637.5
3/27/2014,30650,33350,30275,32087.5,32087.5
3/28/2014,32562.5,32625,31475,31637.5,31637.5
3/31/2014,29362.5,29700,28562.5,29437.5,29437.5
4/1/2014,28337.5,28650,27275,27362.5,27362.5
4/2/2014,28587.5,29462.5,28200,29025,29025
4/3/2014,29975,31337.5,29000,30350,30350
4/4/2014,30612.5,31187.5,30075,30237.5,30237.5
4/7/2014,31800,32062.5,30875,31200,31200
4/8/2014,31987.5,32750,31950,32437.5,32437.5
4/9/2014,31962.5,33525,31862.5,33087.5,33087.5
4/10/2014,32525,35975,32062.5,34550,34550
4/11/2014,34525,34912.5,33862.5,34275,34275
4/14/2014,32637.5,33400,32587.5,33062.5,33062.5
4/15/2014,33762.5,34500,32337.5,33187.5,33187.5
4/16/2014,32825,33125,32175,32412.5,32412.5
4/17/2014,31862.5,36750,31325,36425,36425
4/21/2014,36987.5,37462.5,35587.5,35787.5,35787.5
4/22/2014,36350,37025,35987.5,36937.5,36937.5
4/23/2014,37300,37587.5,36387.5,36625,36625
4/24/2014,37387.5,37950,35250,35625,35625
4/25/2014,35187.5,35187.5,34137.5,34525,34525
4/28/2014,36587.5,37887.5,36462.5,37000,37000
4/29/2014,37012.5,38700,36675,38462.5,38462.5
4/30/2014,36837.5,38850,36462.5,37412.5,37412.5
5/1/2014,37525,38062.5,35400,35575,35575
5/2/2014,36262.5,36287.5,34612.5,35075,35075
5/5/2014,35400,35800,34850,35200,35200
5/6/2014,36925,37625,36700,37625,37625
5/7/2014,37025,37100,35312.5,36125,36125
5/8/2014,35412.5,35475,32000,32425,32425
5/9/2014,31700,31725,30725,31412.5,31412.5
5/12/2014,29900,30200,29112.5,29200,29200
5/13/2014,29112.5,29350,27587.5,27962.5,27962.5
5/14/2014,28187.5,28600,27462.5,28275,28275
5/15/2014,27712.5,30687.5,27125,29425,29425
5/16/2014,28875,29475,28675,28812.5,28812.5
5/19/2014,30037.5,30837.5,29625,29925,29925
5/20/2014,30300,31675,30100,31225,31225
5/21/2014,31062.5,31312.5,29725,30025,30025
5/22/2014,29650,30612.5,27375,27787.5,27787.5
5/23/2014,28250,28537.5,27612.5,28387.5,28387.5
5/27/2014,28975,30500,28887.5,29950,29950
5/28/2014,30837.5,32737.5,30637.5,32300,32300
5/29/2014,32812.5,33325,30662.5,31737.5,31737.5
5/30/2014,30362.5,31912.5,29900,31300,31300
6/2/2014,30750,32537.5,30725,32487.5,32487.5
6/3/2014,33137.5,33437.5,32162.5,32162.5,32162.5
6/4/2014,32050,33262.5,32050,33162.5,33162.5
6/5/2014,33775,34737.5,31812.5,33912.5,33912.5
6/6/2014,34150,35012.5,33875,34825,34825
6/9/2014,33900,34712.5,32887.5,33225,33225
6/10/2014,31875,32237.5,30562.5,30837.5,30837.5
6/11/2014,31400,31525,30187.5,30500,30500
6/12/2014,31125,35437.5,30825,35025,35025
6/13/2014,35075,35825,34525,35100,35100
6/16/2014,34937.5,35887.5,33600,34575,34575
6/17/2014,33937.5,35075,33875,34512.5,34512.5
6/18/2014,35075,35200,33162.5,33500,33500
6/19/2014,33575,34287.5,31750,32062.5,32062.5
6/20/2014,31212.5,31512.5,30625,31462.5,31462.5
6/23/2014,29825,30150,29150,29362.5,29362.5
6/24/2014,29875,31250,29575,30587.5,30587.5
6/25/2014,31737.5,31787.5,30375,31112.5,31112.5
6/26/2014,31262.5,31350,27937.5,28625,28625
6/27/2014,27850,28387.5,27312.5,28200,28200
6/30/2014,28212.5,29462.5,27325,28837.5,28837.5
7/1/2014,28362.5,29325,28200,28487.5,28487.5
7/2/2014,27787.5,27787.5,26512.5,26912.5,26912.5
